750,GLLBaseLine,accept,235,387,921,66,71,27,2034,2988,0,193,228,450,66,71,15,0,0,960,224.256
203,GLLBaseLine,accept,95,70,211,23,17,11,542,639,0,86,53,150,23,17,5,0,0,139,16.975
13759,GLLBaseLine,accept,6065,3343,11001,1194,1559,170,2428,4186,0,5786,2942,8881,1194,1559,83,0,0,1940,676.251
3737,GLLBaseLine,accept,3416,1767,5800,731,766,111,1301,1906,0,3298,1587,5051,731,766,42,0,0,822,173.120
103,GLLBaseLine,accept,30,32,81,7,10,8,126,143,0,22,20,43,7,10,3,0,0,37,2.231
1504,GLLBaseLine,accept,387,351,1063,121,106,57,1525,2312,0,333,282,628,121,106,44,0,0,690,140.486
334,GLLBaseLine,accept,244,212,745,44,48,36,1566,2229,0,211,166,438,44,48,23,0,0,584,121.094
1428,GLLBaseLine,accept,978,622,1999,230,207,52,1544,2283,0,918,524,1512,230,207,30,0,0,913,199.714
67,GLLBaseLine,accept,28,28,70,5,9,7,86,96,0,24,19,46,5,9,4,0,0,26,1.589
530,GLLBaseLine,accept,126,133,406,34,42,22,733,979,0,93,90,186,34,42,11,0,0,258,34.376
1401,GLLBaseLine,accept,534,535,1287,175,197,83,797,1114,0,505,495,1035,175,197,71,0,0,313,45.242
747,GLLBaseLine,accept,419,348,1389,75,93,24,1332,2942,0,353,238,650,75,93,11,0,0,1531,290.018
558,GLLBaseLine,accept,270,192,599,63,66,16,654,1016,0,236,144,392,63,66,7,0,0,466,50.473
1948,GLLBaseLine,accept,1046,729,3131,225,207,39,2778,6298,0,885,533,1562,225,207,17,0,0,3276,1376.155
461,GLLBaseLine,accept,329,251,867,63,81,20,850,1600,0,269,163,443,63,81,10,0,0,774,97.623
230,GLLBaseLine,accept,93,97,275,20,24,16,534,681,0,83,78,198,20,24,9,0,0,160,19.168
3664,GLLBaseLine,accept,1110,688,1806,312,371,4,240,244,0,1106,682,1788,312,371,0,0,0,104,7.256
224,GLLBaseLine,accept,105,79,226,22,26,16,166,194,0,95,61,162,22,26,10,0,0,49,4.055
157,GLLBaseLine,accept,86,79,210,14,21,15,206,228,0,78,67,172,14,21,10,0,0,52,3.942
1462,GLLBaseLine,accept,2482,2481,6347,1560,289,46,1182,1963,0,2418,2388,5942,1560,289,17,0,0,900,157.059
92,GLLBaseLine,accept,32,33,83,7,11,9,118,133,0,27,22,51,7,11,5,0,0,34,2.173
121,GLLBaseLine,accept,51,49,127,11,15,13,206,236,0,41,34,76,11,15,7,0,0,54,4.554
410,GLLBaseLine,accept,138,145,354,35,40,17,411,498,0,125,126,284,35,40,10,0,0,121,13.873
166,GLLBaseLine,accept,125,75,229,29,28,5,91,130,0,121,61,187,29,28,3,0,0,64,2.427
244,GLLBaseLine,accept,349,322,825,142,49,6,189,297,0,342,298,743,142,49,5,0,0,145,8.583
2104,GLLBaseLine,accept,1281,993,2336,266,684,10,1911,3338,0,1273,963,2243,266,684,8,0,0,1694,464.499
378,GLLBaseLine,accept,144,144,481,36,38,30,830,1074,0,112,99,215,36,38,19,0,0,272,38.381
772,GLLBaseLine,accept,231,278,619,90,101,32,876,1145,0,214,252,501,90,101,23,0,0,293,42.841
491,GLLBaseLine,accept,194,194,533,49,52,28,1436,1921,0,173,162,377,49,52,18,0,0,470,84.639
474,GLLBaseLine,accept,125,142,306,50,58,21,372,443,0,115,124,242,50,58,15,0,0,105,11.150
103,GLLBaseLine,accept,37,35,91,8,11,9,134,150,0,32,24,59,8,11,5,0,0,38,2.890
83,GLLBaseLine,accept,34,30,79,6,9,7,102,113,0,27,20,49,6,9,3,0,0,32,1.626
2975,GLLBaseLine,accept,1719,1113,3426,392,388,100,3269,4518,0,1587,878,2532,392,388,45,0,0,1614,597.913
326,GLLBaseLine,accept,160,153,386,31,52,32,486,595,0,148,132,302,31,52,25,0,0,135,16.276
308,GLLBaseLine,accept,160,157,409,33,45,35,790,1001,0,148,135,306,33,45,27,0,0,227,31.712
5617,GLLBaseLine,accept,2753,1678,5620,598,651,75,2420,5936,0,2683,1482,4447,598,651,38,0,0,3198,1363.809
190,GLLBaseLine,accept,67,59,154,15,18,14,245,277,0,60,45,109,15,18,9,0,0,63,6.005
448,GLLBaseLine,accept,179,111,299,44,61,5,68,81,0,176,106,282,44,61,2,0,0,34,1.484
448,GLLBaseLine,accept,179,111,299,44,61,5,68,81,0,176,106,282,44,61,2,0,0,34,1.569
428,GLLBaseLine,accept,174,109,292,43,60,5,68,81,0,171,104,275,43,60,2,0,0,34,1.612
105,GLLBaseLine,accept,34,23,57,10,14,0,21,21,0,34,23,57,10,14,0,0,0,9,0.926
323,GLLBaseLine,accept,108,73,181,32,42,0,14,14,0,108,73,181,32,42,0,0,0,6,0.479
354,GLLBaseLine,accept,161,137,419,43,39,14,1270,1647,0,137,102,255,43,39,5,0,0,394,67.891
446,GLLBaseLine,accept,136,176,433,33,36,18,1004,1287,0,118,133,313,33,36,10,0,0,339,47.558
460,GLLBaseLine,accept,209,205,611,44,47,29,1373,1939,0,177,163,393,44,47,18,0,0,531,97.929
